id,POI/street
4364,/aren sawu 3 no 422
4365,/mekarmukti
4366,/bukit dago sela 14 dago
4367,/pal no
4368,srengseng/moha kafi ii 9 penga perceraian
4369,/sungai banjarmasin utara
4370,klapa dua tangerang banten/jln. jabal mina 1. ruko angkringan
4371,/bima sak
4372,"mak ndang,/war"
4373,"/ra bek, ujung menteng"
4374,/kanwil gubernur
4375,mbah soma/muntuk
4376,/bendega
4377,/sungai nur v no 1 78116
4378,/kedon 82 jagakarsa
4379,"kim goan,/ud mulia, ciroyom"
4380,"rahmat santi, kh ahmad/toko bad ketanggungan"
4381,/bal mulu wuluhan
4382,"/jl. pro, no c 24"
4383,"tanj/one, tomang grogol petamburan"
4384,/bojong
4385,gg. zam 4/berbas selatan
4386,"pandansari, ujung/tk"
4387,/jl tam gring 2 5-10 rw 2 pabean cantikan
4388,kandangan (kantor sintel)/stasiun
4389,"/kar wangun, cica,"
4390,/bengle kebun mas 22 41371
4391,"ibu ana, pan/toko ciawi"
4392,/kelapa kem no
4393,tenun rt 02/alamat
4394,"jaya drum, raya sol,/hardi"
4395,"kencana blok c no.17/jalan raden gunawan 2,"
4396,/bet jaya 2
4397,/raya serp 10
4398,"/gun tangk per i, 47 harjamukti"
4399,subakir kartini/toko
4400,pon kel/kope sawit
4401,/gg. h. kari sukapura cilincing
4402,/ramb taba
4403,/ciny 170 burangkeng
4404,sela no/sitirejo 385
4405,/cempaka putih barat cemp putih
4406,"/tk iii, no 19 3 semarang"
4407,"hs. jaya dinin, 3 serang/rm. serang"
4408,"computer, raya margo/depo indah, 97 99 rw 4"
4409,/pang cimahi
4410,"kurnia ilahi, flamb,/toko"
4411,klk./pt.
4412,/sma
4413,/randuagung no 42 61121
4414,fitrah/mas rawa bac no
4415,"jowo pak no, sanggang bulu/bakmi"
4416,/candi candi
4417,"/tara paneh, 9 korong gadang"
4418,"/tenya m. tham, menteng"
4419,/jl dem raya 5000
4420,"kre,/ayam kurdi, astana anyar"
4421,/danau agung 22 29
4422,"/nusa, no 13"
4423,/perta no
4424,"gor/citra mada,"
4425,/tanah taman royal 1 25 rt
4426,"lucky raya/kedai jalak, jalaksana"
4427,/sampora raya 1 cisauk
4428,/pacet
4429,kel. barumun/ban
4430,travel/geri 201 rebecca
4431,"/jln punai 2, 16 b lawang"
4432,/setro baru utara x 82 gading
4433,landasan ulin/sawi syamsudin noor
4434,"/aero iv, 10"
4435,"/karet giri, 18 jurangombo"
4436,"/viol cctv, kali anyar"
4437,/ikan mung no
4438,/j pan pand kutuh
4439,"motor tend,/surya kediri"
4440,"/pek,"
4441,"/jati jajar, no 149 tapos"
4442,"muizzah,/lin timur klinik"
4443,"/indom, sudi,"
4444,/sultan ageng tirta 2 kedawung
4445,/baro iv helvetia
4446,"/pulo prawiro, 26 61419 jombang"
4447,/kemang manis 632
4448,"residence, jl. rs. fatmawati/aspen a 25.10"
4449,50/raya tal no
4450,/must daeng bunga 4
4451,"cell, bumi tam/amry"
4452,/jl. raya manu ten tandes
4453,/kp.tenjonagara
4454,b1 reh/panggang man
4455,/wins iii sipin
4456,"swasta lestari, kebon/smp tamansari"
4457,"tvri banjarmasin/blackbox, timur"
4458,/kel.parang
4459,"/aries asri vii, meruya utara"
4460,/ama i 24
4461,"cell, muara/coun"
4462,/andalas tera 2
4463,/raya mulyo kalisari kam
4464,/sra no 20
4465,"herbal, rw 6/lub buaya, 64 karya"
4466,/pademangan no 47a rt 8 rw
4467,"tenggara, 93727/jlnbulawambona"
4468,/joko tole 21 magersari
4469,/simbang no 30
4470,"/mayj panja, 48f optik family,"
4471,/yanti ama raya setu cipayung
4472,/kedoya 30 rt
4473,/etsh
4474,"mahe,/ladju"
4475,"raya pupu, denpasar/keraj timur"
4476,/raya ser no
4477,"/pluit kar utara,"
4478,/cikoko dalam i no 9
4479,"/colu,"
4480,"manis purnama,/bandung konang,"
4481,/bendi viii kebayoran lama
4482,"/mawar ii, 8"
4483,/madr
4484,/keta no
4485,/cengkareng no 2
4486,"/krajan,"
4487,/pondok 6 rt
4488,guna asri kel/kuning
4489,dr. mardiati cerbon/praktek
4490,/gg. sej sukamentri
4491,/aka delp 10 cileunyi
4492,/boule artha gad 33 kelapa gading
4493,/kampung sela 1 15
4494,"ar rum,/toko galis"
4495,/aren irian jaya raya
4496,"almuttaqin, soek hatta,/mas"
4497,/pejagalan 19 rt 2
4498,/baha i 25
4499,/pekap vi 22 rt
4500,/de bota cimahpar bogor
4501,/cipadung 40614 panyileukan
4502,ayu sukadamai blok b4 no22/bukit
4503,"mobil pak toyo/2, 46"
4504,"/alt cibu cileu, 75 j style,"
4505,"/gir gir iv, no 429"
4506,/sama kapuk
4507,pertiwi mall gf/duta
4508,"asli jogja,/alami desa pakem"
4509,spring regency blok a/palm
4510,/truno no 15
4511,"sch,/paud tiban iii,"
4512,/komplek perm topaz no 1
4513,/sumber
4514,"biru, muti/warkop 5, jati"
4515,"cafe, indra/travel"
4516,/kur
4517,/danau buyan
4518,"seluruh indon, jend ahmad/asos selatan"
4519,"rum,/mushalla"
4520,/service
4521,al./musholla
4522,ayam dan soto koyah bu kosim mayor jend sung/mie selabaya
4523,"/karya bakti, 50"
4524,"bank saud indonesia 1906, tbk, purbalingga jl./pt."
4525,/limo
4526,"mustika ibu, angg,/tk"
4527,/kali barat iv 37
4528,"/sunan muria, no 33a"
4529,/depot tarakan tengah
4530,/del raya rt
4531,/gun sla cibatu cikarang
4532,"/jelambar iii, 3 grogol petamburan"
4533,/pon puc raya 89
4534,"prat/nkms,"
4535,/raya sore - banj kamasan
4536,"/lang baro, potorono"
4537,/a r 157
4538,a50/wonorejo
4539,/cimone 1 rt 2 2
4540,"/krida 1, no 22 1"
4541,"ban pranadji, 17831 cikarang utara/toko"
4542,cah/pt.
4543,/rawamangun muka barat pulo gadung
4544,/karya 2 no 39
4545,azkya/tk
4546,permata santi blok/villa meruyung
4547,/kaliw iv 61
4548,/sanjai syaf tuah karya tuah
4549,"way jep,/jne"
4550,/pogot baru iii 29 tanah
4551,"krak sukun/kamacom,"
4552,"arruhama, rt 13 rw 7/kebon"
4553,/kantor surau gadang
4554,/joglo alfa indah 12
4555,/batu pasar tanjung
4556,/sunter 10 rt
4557,/suma gg. i 46 dauh puri
4558,/klam muara rapak
4559,/amp no
4560,/ciganjur 36 rt
4561,/tam pal le 30
4562,/jokot gg. ii 100 pejagan rt 1
4563,rw014/desa
4564,/margasari ii 24-30
4565,pong tiku makale/jemb
4566,/gg. samp 60 sungai jawi
4567,"/jamb, harjamukti kel."
4568,"authorized dea, ari, tegalharjo jebres/cisco"
4569,/hang lekiu i 14 gunung 4
4570,"benculuk/raya benc, sopon depot"
4571,"mall, tanjung/komp um kampung pelita lubuk"
4572,"/raya para - wono, 17 kledung"
4573,"m. t./sujadi,"
4574,/transform kekalik jaya
4575,/pos tegal
4576,/samosir v rawa
4577,"/jl majap, tegalkamulyan kel."
4578,"hakim, panjunan/raya cepu, toko"
4579,"kopi ndeso,/kedai"
4580,/hidup baru iii no
4581,kampung rambutan belakang/pintu
4582,"laun, salakbrojo/alifa"
4583,"tenjolaya, tapos i, tenjolaya, bogor, jawabarat, indonesia/pangkalan"
4584,"raya no./jl,"
4585,"totok raya peju, bekasi/src utara"
4586,/gg. di kranggan prajurit kulon
4587,"/tauf, 79 beji timur"
4588,/sd
4589,"/sd sumb, pungka unter iwes (unterwiris)"
4590,"mas shak,/toko 2, ampenan"
4591,"/jemb besi raya,"
4592,chicken hot r./rasa supr sagulung
4593,/raya band - garut byp cicale 76 talagasari kadungora
4594,/perum ber 13
4595,"/baka batu, no 15"
4596,/kasp 24 tanimulya
4597,/boule raya no 23
4598,"/kapt. sudi, 17 saporete, tegal barat"
4599,sentral haji/kuningan r. rasuna said no 5 rt
4600,/sunter vib 60 rt
4601,/cida cikalong cikalong
4602,/tama vii 35
4603,/cikalong cipula rt 4 40556 cikalong
4604,negeri 1 sidomoro/sd
4605,"/tanah jl. dukuh bulak bant tim gg. vi, 14 1 kenjeran"
4606,/kampung
4607,"/mus ii, joglo"
4608,"desa jataksari, wonosobo/balai"
4609,"polda, p natadiraja/uppa"
4610,/tropodo 61256
4611,/cipinang iv 14 b
4612,/kelapa 7 kelapa
4613,"/siwa, cimb, 1 siwalankerto"
4614,/duren 94
4615,/tanah xiv 17 10
4616,/bantarjati 20 rt 2
4617,/jombang xi no 32
4618,"/kart yani, wonokromo"
4619,let/haji tunrung. pt no 111 sumber rejo balikpapan
4620,/apel 1
4621,"sumber oli, halim perd/toko kus, no 9 36114"
4622,cipinang besar selatan blok c 202/rusun
4623,"per/mak iv, pamulang barat"
4624,"regency kan pemas, dharmah/abhaya"
4625,/geg hilir sarijadi
4626,/keru sukarni
4627,/jl burlaka ii no.529 taman bungkul
4628,"/puspa 1, jayamukti"
4629,"tanjung duren/dr. m. rowi sp. s tanj duren raya,"
4630,/pesa 1 pesanggrahan
4631,/kerobokan
4632,tni ad kuta/asrama
4633,/vete kubu gulai
4634,/sdn v
4635,"budi, raya/ibu law,"
4636,/jati utama raya no
4637,"1, nasion/rm leuwiliang"
4638,/melayu mur no
4639,/madr raya 6 rt
4640,/gang perw no
4641,/kij rahandouna
4642,"/punto vii,"
4643,/medono 80 51111
4644,/pasar minggu raya
4645,/pang tuba ang gg. mes i angke tambora
4646,/kavl al-i 39 harapan jaya rt
4647,"/pancoran ii, no 2 rt"
4648,bayur sarana indah blok c/perumahan
4649,no baruga/wundudopi
4650,sukoharjo/percet
4651,"/cent, pol cengkareng"
4652,/rowotamtu 68152 rambipuji
4653,/anggadita 41371 klari
4654,/gg. jetak 1 jembungan banyudono
4655,"/mas baga, 161 jungcangcang"
4656,/tukad mela xxv panjer denpasar selatan
4657,"/mang xvi, no 312"
4658,"/man, no 37"
4659,budi/pusat hadimulyo
4660,/halmahera raya no
4661,/perum graha raya bint 8
4662,"/mawu doro wadukala, ambalawi"
4663,/kebon 40235 bojongloa
4664,mitra karya/tb
4665,/tirta ening sanur kauh
4666,/dusun
4667,/aneka
4668,/man besar ivq 30 rw
4669,/mand pemecutan
4670,"bahan makanan, kuan,/toko"
4671,"bakso lesehan cili, no/suka 238a 40352"
4672,/pt.
4673,/suka ciluar
4674,/taman gasibu 2 lebak gede
4675,"makan kita 18 pem,/warung kaligangsa kulon"
4676,/win baro 52
4677,/ken sirna 2 40558
4678,"wong pati, d/warung panja, sungai pinang"
4679,/dua no 146
4680,/miso
4681,"/batas kota, nasio,"
4682,"s.h., m.h. rekan, pagutan timur mataram/bung karno, umaiyah, &"
4683,cimanggu kec bogor/bb pelajar 3a kampus
4684,puri sekarwangi blok/alamat
4685,/sayang
4686,pasko g. mer/toko lajangiru
4687,29152/tanjung
4688,"/turi, 60 panarung"
4689,/kali ten v 14
4690,"senen raya,/senen 60 2 10410"
4691,/gg. tlk. bet 3 60 siantan hilir pontianak utara
4692,/andi rawa panjang
4693,"/simp tela,"
4694,"/bukit lotus, purwakarta"
4695,/nunggal
4696,/ngebruk sumberpucung
4697,/tan 17 rw
4698,/kapten abdul hamid cidadap
4699,/paku ii 39g
4700,/raya con 93
4701,"satui/indom,"
4702,/bumirejo
4703,girl hayam wuruk/loneli tanjung karang
4704,"/gg. mush at - taqwa 1, bintara bekasi barat"
4705,/para saat iii
4706,/letda nasir 64 nagrak
4707,6/man besar i no
4708,susun/rumah
4709,auto/raden
4710,"/sari, 212 mamajang"
4711,/gg. mena 70 kandangan utara
4712,/rasa
4713,/pon kel sela 3 100
4714,/badan
4715,"/bha suko, 69 air minum"
4716,aldiron/wisma 72
4717,soto ibu siti tampan/pkl
4718,/sd
4719,/aur duri i no
4720,/desa
4721,"aneka motor, kena,/honda jember kidul"
4722,"bumi agung sumber batu alam, prabu/pb"
4723,11 bg/kalibata
4724,"cika,/sukam"
4725,/teru manun 5 20 parigi baru
4726,/singo 243 martoba
4727,"8, cicadas/awi gomb, no 34 sdn cicadas"
4728,"/limbangsari,"
4729,/vil go bar 219
4730,/talagawetan 10 talaga
4731,"kali,/ma hal, cijeruk"
4732,mansion blok b6/jalan sukabangun 1 perumahan
4733,/2 bha i 2917
4734,"/jl. roro ix, gg. 4 4 rt 15 15 cakung"
4735,/wanasari 27 17520
4736,/kali sek kebon
4737,/panggung 24
4738,spring regency blok c/palm
4739,"/rawa jaya, 7 9"
4740,residence/trillium
4741,"tela tahu unyu unyu honkoy dipone, no 15 genteng/tela"
4742,/wonokusumo baru viii 36-22 7 60154
4743,"/cen, mass bulogading"
4744,"bakso twins, perum green/kedai cika, pucung"
4745,/war telagamurni
4746,/musholla 10 sukadami cikarang
4747,/notaris
4748,"/ngan, bendan kel."
4749,/raya gub gubeng
4750,"cah,/sinar"
4751,/binjai sawah 56 20226 medan
4752,"kahfi,/al"
4753,"tafsir alqu,/majelis"
4754,/bumi citra rajap sukaraja rajapolah
4755,/kelapa 3 6
4756,"sundari, slogohimo/siti"
4757,/kali ten 15
4758,222 kel ceger/smpn
4759,"3,/del, no 70"
4760,"/sur as vii, no 2"
4761,"/kemu, 54 tanjung palas"
4762,jupiter rw/blok
4763,/jajar 40 2 wiyung
4764,"hutatongah, besar sian pematang purba/ger"
4765,/mangliawan pakis
4766,/muarasari 23 rt 2
4767,"/teluk bayur,"
4768,"kota baru/kali barat, 68 toko abadi,"
4769,"/margasari iii, 80 40286"
4770,/haji sirin 48 sawah
4771,"park, babakan madang/darmawan"
4772,gunungsitoli/madr
4773,/wonokusumo raya 30 rw 8 semampir
4774,/raya pun 44
4775,"laba laba toko, moha jam,/stiker"
4776,/arj sidorejo
4777,/margamulya 40378 pangalengan
4778,"/raya cile, 50 sukmajaya"
4779,"raja basa rajabasa/haji jauh wahid, kayisa"
4780,"/toko dunia herbal, raya ceger,"
4781,"setia/raya peka, no 74"
4782,/sayang sudi no 215
4783,/simalingkar bunga rampe 88kel medan tuntungan
4784,/ligar agung cibeunying cimeunyan
4785,/gajah mada 158
4786,/bintara mak vi 82 rt 5
4787,"putra, gunung/dua"
4788,/aren iii 359
4789,2 rw/kapuk
4790,"/kusuma sari, 22 rejomulyo"
4791,gading kencana residence blok c no.8/perumahan
4792,/cemp 95
4793,"/gang kh ahmad dah ii,"
4794,/bintaro 41 rt
4795,"evi, sel/ibu"
4796,collec/level
4797,/kp.
4798,/pacc
4799,"/pandean ii, 1"
4800,"raya raden sanim,/richay, tanah baru beji"
4801,/pekayon 77 6
4802,"uwan,/toko raya pacet,"
4803,/jebres 31 a 57126
4804,/raya sore - banj 111
4805,"/perum mahk indah, benda"
4806,"alt/neut solo jogja,"
4807,/mata 9
4808,"rimba agung/ainul,"
4809,"elshadai halla,/gsja"
4810,"daud, marg raya,/depok no b 37"
4811,"muslim sekar,/pemakaman no 5 sekarbela"
4812,/harjosari
4813,/haji masir jatimakmur pondok
4814,permai 6 blok/mayang
4815,"meru sonkara,/pem 36"
4816,"48 mas ali, bule utara kel/seafood gad, ra1 7 rt 12 15 14250"
4817,/sang tanjungpura
4818,/margo 39 76125
4819,/kolo mast cimahi utara
4820,"/meruya dalam neg, 5 rt 3"
4821,"rawajati, pancoran/kalibata"
4822,"grogol perumahan senayan, rukan a30 1/north"
4823,nisam/mas
4824,"arj, teluk utara/laundry pejagalan penjaringan"
4825,"hari hari foto, supri,/toko"
4826,"tiket hotel tour dan travel, kahuripan/wtn"
4827,anu/ter no
4828,"/perum perm wono, wonorejo kel."
4829,/tang bong vi 29
4830,"/sum sari, no 89"
4831,/nusa indah vii 86
4832,/erlangga
4833,/gg. ii 26 pakis pakis
4834,"tni sukadana, jalan/asrama kota kulon,"
4835,/kap sapu 10b
4836,"wisnu ward, 65154/mangliawan"
4837,/usman naim 25 kelapa
4838,/baratajaya va 19 8 gubeng
4839,/imam bon banjarejo
4840,cemerlang besar/toko p sian tin tapian
4841,"/flamb, 15 pondok aren"
4842,ngabean serangan 197a../belakang
4843,/jend ahmad yani macege
4844,/gg. kesad 2 penggilingan cakung
4845,/raya baron baron
4846,/inspek
4847,/din i keputran
4848,"/citra v,"
4849,/bukit bukit duri tebet
4850,"/maphar ix, 25 rt 8"
4851,/tirtaresik 46122
4852,"(sds) adv cira, raya bogor ciracas/seko"
4853,/gg. h. sain 124 rt 4 9
4854,"tunanetra pak rohim, nh. nad,/pijat"
4855,/kelurahan
4856,"masmi,/kios"
4857,eka mand batu/slb
4858,/fr jaya
4859,"halil, singad no 51/hermanto"
4860,"muda gemilang, letjen. s. par,/palmerah 29c rw 5 palmerah"
4861,"/baratajaya xvi, 36 6 gubeng"
4862,las berdikari jaya setu/bengkel
4863,"/sam ari, kebonsari wetan"
4864,"printing and art, leya balai raya/karunia timur"
4865,/mal 3 no
4866,"/peru sari, no 105"
4867,"desa karang kerjo karanganyar, karang rejo kerjo/balai"
4868,/raya jaga 66-46
4869,/lubang 108
4870,"/bukit hijau kara,"
4871,/palem ii medan
4872,"jepara-bangsri, kuwasen jepara/dok"
4873,/pt wisma asri no 13
4874,/sungai mus 7 pontianak barat
4875,"/wara,"
4876,/cv
4877,"/ud ciban,"
4878,/cokro klurak candi
4879,/aca vi no 14
4880,plafon gyp/interior
4881,/cant 5
4882,"camat brati, purwodadi kudus selojari klambu/kantor"
4883,"betawi mba nuni muara 5,/soto"
4884,/meruya ilir 11 rt
4885,"sun yat/italy, sei rengas i"
4886,/merta gang iii no
4887,"kh/mani, arif, banyuresmi"
4888,"raya/idris pasar baru kadun,"
4889,bppt jl.teknologi xii/komplek no.47 rw.04
4890,"/hari hara indah, kapuk muara"
4891,/wirasana 53319 purbalingga
4892,"lau kawar, desa kutagugung, lau/danau"
4893,"laun, gun/shallom padangsambian"
4894,estate c3 16/nerada
4895,/batu mulia no
4896,/tanj ged 19-1
4897,/kem dalam iii no
4898,makan bin yahya sambutan/warung
4899,"/bukit tung 2,"
4900,/pacar kel vi 23a
4901,/sukajaya 1395 30961
4902,/wala mulya ujung
4903,motor jaya sim/cuci lowokwaru
4904,/flamb 8 klawuyuk
4905,"/mel wetan, 34 baciro"
4906,/kalideres 7 rt 7 11
4907,"/i.bou bont, api-api bontang"
4908,jl. yos sudarso rt/pt.mega ds.
4909,"/lalu mesir, babakan"
4910,bambu rt/pondok
4911,"/rosd, pasar minggu"
4912,"/gg. mel, kerobokan kaja kuta"
4913,"/raya pasar cerme lor, mush darussalam bogomiring, dungus cerme"
4914,/mas
4915,/jagakarsa 14 rw
4916,"/ra tum, 17 mengwi"
4917,"kary & karyawati, rt 10 rw 2/wij timur dalam 7, no 107"
4918,/gg. sunia braga sumur bandung
4919,/alltime
4920,"antero pon raya/komp 2, guntung payung"
4921,"meranti pandak, yos suda,/kelurahan"
4922,bri tower lt.3/jl basuki rahmat 122
4923,"obe, laks,/mawi"
4924,/sela sitirejo
4925,/jatimekar 9 jatiasih
4926,"bakso rasa luma,/mie maluk"
4927,"dharma bunda,/tk"
4928,/sidorejo gg. buntu 49 sidorejo
4929,/cir - petir pelawad
4930,/bint perm gg. turi 2 74 2 pesanggrahan
4931,"/keme, no 34 5"
4932,/keb kos ra 17-2
4933,laundry moha kafi i/mee
4934,kel. sambung macan/cemeng
4935,/perum kinta benda baru
4936,"/pisangan raya, 15 rt 1"
4937,"/sumber kais, yapen selatan"
4938,blok c 5 kelurahan/per.
4939,dipone/ledre no 112 62111
4940,/pang dip 37
4941,keraj/hasil
4942,/anta i 12 arcamanik
4943,/kena indah i 41
4944,/toko way
4945,/skyl lest tegal alur
4946,"/oti 2, no 7 rt"
4947,"/subur buana raya,"
4948,/kasu 31 40184
4949,"/abdul muis, 34c pant pro,"
4950,gas duren/jaya
4951,blok ca6 nomer 7/harapan
4952,/karet baru barat 4 tengsin
4953,/totabuan
4954,"furniture, jela utama raya/art jelambar baru"
4955,/pulau ayu sela pedungan
4956,"/gang haji kayar, ciganjur kel."
4957,/jl. desa cili no 220
4958,"nasi uduk mpo masni kemba sela, kembangan selatan/warung"
4959,"jeh,/salad"
4960,/tambakaji 10
4961,kenagarian simalanggang/salo
4962,"/graha lest,"
4963,/haji marh 37 sungai
4964,"prat raya/a&w, 48 17148 rawalumbu"
4965,"kopi, agung/warung raya 2, 26"
4966,"kuning, rt./brug"
4967,"dakwah muhammadiyah weru,kalisige/gedung"
4968,"/ja, ciomas"
4969,/kh dewan no
4970,84163/bajo
4971,/sil 130
4972,"m nawi/sitirejo hara, no 61 20218"
4973,/cemara hijau 1 no
4974,/palm barat no
4975,/kapuk muara kel. penjaringan
4976,"/raya cibeu, rw 3 cibingbin"
4977,/pasar cil cimandala
4978,/tegal par utara v mampang
4979,"/perumahan, no f1"
4980,/ngampel caru 140 63153 mejayan
4981,/karangsatria gad rivi no 83 tambun
4982,/cipaganti no 6 coblong
4983,/catur kecil
4984,"eben haezer motoling, motoling/gmim"
4985,"/taman mal barat, malaka"
4986,/del 23
4987,indah rt 01/parkiran
4988,/krukut cinere
4989,"sekretariat bspn daerah pdi perjuangan,/mar, no 121"
4990,/raya kep kepadangan
4991,/joglo no 89 rw
4992,"/gg. h. m. ma'i, 5 cililitan rt 2 13 kramat jati"
4993,/usman sale sungguminasa somba
4994,"electr, sei/crys medan krio sunggal"
4995,"jaya motor 88, soekarno no 88/anugrah muncang"
4996,:probolinggo/jl. raya bromo triwung kidul
4997,"/mar usman jafar, tanrutedong dua"
4998,/lambangsari utama no 20
4999,"/la. suci, pandanwangi kel."
5000,/manu lor iii a 11
5001,/raya wedi wedi kapas
5002,pier padang pada/the
5003,"cell, lin/pandawa tanjung karang pusat"
5004,cosme randudongkal randudongkal/noona
5005,"kanjeng, seputih/toko"
5006,/pijat no 321 kudus kota
5007,/pademangan rt 4
5008,"/perum taman iri,"
5009,/insp pam no
5010,/kapas kapas no
5011,"raya cerme,/mas 21"
5012,/penga ali iii ciracas
5013,"bunda nunik, imam bon,/kios"
5014,/sd
5015,"/gg. tang limb, 19 sungai rengas sei sungai"
5016,/villa mak 186
5017,/beng gusti ngurah rai no 3
5018,"/aquamarine utara 2, cihuni kel."
5019,"/sula, karang rejo"
5020,"repu,/urban"
5021,/cipi jaya dd cipinang besar
5022,"17 surabaya 1,rungkut kidul,/sman"
5023,/jl. raya sum dau
5024,/mekarsari gunung batu
5025,"/angg 4, no 1c"
5026,/gg. duku sragi
5027,"kota pad,/kantor"
5028,/ken iv 7
5029,/ked anyar v no
5030,/sanur denpasar selatan
5031,/sumur batu iv
5032,"al ikhlas,/musholla"
5033,/jatimelati 16-116 rt 1
5034,/banta bant
5035,"kulon/haji alpi, 178 pt"
5036,/term bus ism 40
5037,"/pasar baru, no 10d"
5038,"/lin suma kemu, cell,"
5039,kel gad/kelapa raya 18 8
5040,/kar tin 4 kuta
5041,"cen makassar, geol bangkala manggala/seko"
5042,/jl utan jati raya rt 007
5043,"tahu lontong,/ki ageng gri 73"
5044,"/pem i, no 12"
5045,/hasan 7
5046,22/arief rah hakim no
5047,mansion kamar 2005/apartemen
5048,agama/kan bogor tengah -
5049,/drom no 26
5050,kopo perm jam/sayati 40228 margahayu
5051,rekl h./joha
5052,/haji umar petukangan
5053,/jantho polem 23951 kota jantho
5054,"tasy cell, kutorejo/toko"
5055,"/hotel iswah, sepinggan"
5056,"comunic equip, mayor rus,/radio"
5057,"/candi lon, no 26"
5058,/gang samin tembung
5059,"misi injil indon,/gereja"
5060,/kamp baru no
5061,/jirapan grom 27 masaran
5062,fabern/ger
5063,/depot 15
5064,"pgri mesuji jaya,/tk"
5065,baja peri kem/bhuw sirna galih
5066,"/pulo ten, pulo gadung"
5067,/ahmad yani 49
5068,"rw 2 karet semanggi/jend gatot subr, 21 bni"
5069,/tk
5070,depan koramil/jln.galangan
5071,"kelon,/toko lowokwaru"
5072,"/lemah putro iv, embong kaliasin genteng"
5073,"/jend sudi, tebing tinggi"
5074,"teknologi indonesia, gedung/pt"
5075,/femi
5076,/sdn panu no 4
5077,/kakap 43
5078,bayat kel. bayung lencir/pangkalan
5079,/cikarang no
5080,"pojok, perum/warkop wari, bojonggede"
5081,fitri adipati/toko urang merden
5082,/soto
5083,"rw/kau iv, no 30"
5084,/kedai
5085,/pejuang 7 11
5086,/taman mula sakti indah 21
5087,/ia
5088,"pd,/gun"
5089,"rudin raya ps. jana,/iq. janapria"
5090,/mt
5091,/cipa raya bakti jaya
5092,/gama 4 25
5093,no c 25/jatiasih 17423
5094,/pl pai 5
5095,/kebon kos 1 no
5096,"/jl. pasanggrahan raya no.22, cipadung kulon, (rumah"
5097,/jagakarsa rt 9
5098,/pulo bandring
5099,/putussibau 35 78753 putussibau utara
5100,"al-a, sang/kober"
5101,/cokroam 344 ubung denpasar
5102,/mulyoharjo
5103,/kebayoran no
5104,/inte utara kebayoran baru
5105,babura medan/sei batang hari no
5106,"laun/abe pedes,"
5107,/yudhi i 1 pondok
5108,/asuransi
5109,"ponsel, raya paku, 49/henvi"
5110,alumunium & kh/ung suci manyar
5111,/pondok 8 pondok aren
5112,/vete no 43
5113,/bukit bukit duri tebet
5114,/panar menteng
5115,/nias gubeng
5116,/limbangan wanareja
5117,"/dewi sri, no 3a"
5118,"furniture toko, rw 8/pasar min raya 38"
5119,/bahagia h. tiw 18 babelan
5120,"mandalawangi,/sdn"
5121,lorok pakjo ilir/angk no
5122,tel/toko minas
5123,/gatot subr 7 karanganyar
5124,/asem baris raya no
5125,"/jalur 10, no 91"
5126,"/irida barat xviii, 10 rt 6"
5127,/jatibening 10
5128,"tetracona. cv, manu ten,/partisi"
5129,/taru timur no 17
5130,"tri abadi purn/pt cangk, campurejo"
5131,/pacar sawah va 32-34
5132,/fay rejo
5133,/tawa xi 3
5134,/pekiringan 114 kesambi
5135,/jakarta
5136,loket no.36/loket
5137,/shelly
5138,/des 2a
5139,"untung wij,/toko"
5140,/r. ali muh karawang barat
5141,"sidorejo/dipone, no 24 cuci"
5142,/kayuringin raya rt 4 3 bekasi selatan
5143,/kelurahan
5144,"/raya boj, 38"
5145,"ruko jl. rs. fatma,/selatan rt 1 5"
5146,"coun, p3, benda/primajasa"
5147,"raniyah, wara utara/tk"
5148,/cijati
5149,"/kamp mal utara v, 30 rt"
5150,/tempeh tempeh
5151,"spring lake reside, jl. bule/the yani marga mulya bekasi utara"
5152,/tk sokaraja tengah
5153,/oak wood 2 12
5154,/cipete rt 7 rw
5155,/ambe sela perum gre mans resid ngingas waru
5156,"/danau tempe raya, abadijaya kel."
5157,"/rawama muka ii, 29 12 rawamangun"
5158,/telukambulu
5159,"kolo sugi,/anem"
5160,/sk
5161,"2 jambangan/manun kebon, 17 ssc kebonsari"
5162,indah ruko poris paradise poris para raya rt 11/cipondoh 4 15122 cipondoh
5163,/kebon no 3 2
5164,"/tamb raya, no 31"
5165,/pelindung asri v 49
5166,"/yp i a, no 32 rw 3"
5167,"imarah/lam - peu biluy, lamkawee"
5168,"jati sampurna/rawa dolar, 73"
5169,/raya banj baleendah
5170,/jurangombo 26
5171,/cipamo
5172,"ciledug/raden fat, 24 jaja"
5173,/jeruk jeruk 38
5174,chic/sab kalib selomerto
5175,"citra permata sakinah,rt13,rw02 blok e11/perum"
5176,"cafe and game canter, barengkok/badri"
5177,/jati budi 37
5178,"/tanj bar ra, rt"
5179,/ddn ii pondok labu
5180,/amd 28
5181,/teluk buli i 4 perak
5182,/kha sula lolong
5183,kencana regency. cluster badminton.no 30. rt/erfina
5184,asembagus/utara
5185,/gg. hara jaya 121 sungai bangkong
5186,/larangan 70 rt 1
5187,/mush
5188,/pan indah kapuk no 73
5189,"/sumbang 20, 73"
5190,/jalan prima xiv jatiasih
5191,"lapa serba,/fotokopi,"
5192,"yabhinka, link barokah rt/depan"
5193,/gah timur dlm 53 srondol wetan
5194,"/raya cibeu, campaka kel."
5195,/tanj i 19
5196,"/balem, no 90 j"
5197,/gst. situt mah siantan tengah
